ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.45587,2.28307,10.0,0.57486,1.19043,9.71714,-0.49265,0.97039,-0.03408,-0.21445,0.02527,0.01207,14.45,-19.71,3.003,-42.531,64.446,-6.972,-3.386,1.97,1001.749,44.2859,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,4,2016-09-12 09:40:41:697
0.83794,0.75345,8.13216,0.17132,1.56678,9.67917,0.06731,-1.68312,0.80162,0.16933,0.32079,-0.13393,17.44742,-19.284,-2.919,-40.746,77.949,-9.354,-1.711,1.97,1001.747,18.3156,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,504,2016-09-12 09:40:42:197
0.12756,2.14996,8.64127,-0.08556,1.54897,9.68317,0.59985,0.27906,1.13376,0.22758,-0.07114,-0.1232,19.0,-18.927,-1.52,-41.983,77.58,-8.579,0.488,1.97,1001.739,30.8871,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,1004,2016-09-12 09:40:42:697
0.09602,1.94565,10.39493,-0.04854,1.43441,9.70106,-0.26573,0.57673,0.49351,0.05231,0.10774,-0.05539,19.0,-19.575,-2.098,-40.858,79.182,-8.079,-0.212,1.97,1001.739,15.4917,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,1504,2016-09-12 09:40:43:197
-0.58734,2.21077,8.55321,0.02955,1.87621,9.62545,0.02776,-0.16406,-2.39516,-0.04704,0.1723,-0.09074,18.55017,-20.598,-3.004,-39.815,77.207,-10.838,-0.854,1.97,1001.719,35.8352,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,2004,2016-09-12 09:40:43:697
-1.05284,1.60097,7.7455,0.19041,1.38732,9.70616,-1.34723,0.10704,-1.02667,-0.02209,1.7E-4,0.48613,18.55216,-20.755,4.237,-41.821,63.726,-8.133,-1.124,1.97,1001.729,36.3218,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,2504,2016-09-12 09:40:44:197
1.112,0.13326,9.00771,0.49664,1.6291,9.65763,0.3764,-1.4782,-0.4654,0.08347,0.16841,0.45609,14.54907,-21.172,7.477,-40.9,53.285,-9.634,-3.17,1.97,1001.729,20.9502,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,3004,2016-09-12 09:40:44:697
-0.30263,0.33727,12.64433,0.7956,1.8446,9.59869,-0.69453,-0.2297,1.7846,-0.10687,-0.00554,1.0854,15.0,-19.397,11.214,-40.797,39.615,-10.842,-4.738,1.97,1001.729,15.51,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,3505,2016-09-12 09:40:45:198
1.37714,2.29143,11.10906,1.35118,1.70809,9.56175,-2.01868,0.80518,1.37846,0.32907,-0.14626,0.26653,14.55167,-15.187,17.735,-40.071,20.324,-10.031,-8.043,1.97,1001.719,37.4982,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,4004,2016-09-12 09:40:45:697
1.41882,1.65144,11.25491,1.11973,1.20154,9.66814,0.3082,0.45051,1.36111,0.13478,0.1783,0.7108,10.5522,-10.086,20.869,-39.07,11.953,-7.038,-6.606,1.97,1001.719,23.0535,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,4504,2016-09-12 09:40:46:197
0.74677,2.08737,9.82915,0.69504,1.10974,9.71884,-0.18588,0.87835,-2.18979,-0.09158,-0.0426,0.47041,6.54855,-2.971,17.931,-39.731,0.355,-6.498,-4.091,1.97,1001.727,42.0931,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,5004,2016-09-12 09:40:46:697
-1.02365,1.37129,9.09265,0.60164,1.49202,9.67379,-1.39239,-0.12077,-0.53793,-0.57603,-0.13029,-0.32936,6.0,0.673,13.632,-38.721,350.807,-10.195,-3.447,1.97,1001.729,40.4492,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,5504,2016-09-12 09:40:47:197
0.5988,1.13467,8.21931,0.66047,1.56913,9.65774,-1.15748,-1.80567,2.80313,0.00784,-0.12674,0.39832,6.0,5.972,15.758,-40.03,338.986,-9.244,-3.61,1.97,1001.729,21.4787,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,6005,2016-09-12 09:40:47:698
0.23213,-0.93097,12.32082,0.33449,1.71634,9.64949,0.23185,-0.58158,2.56585,-0.05435,0.01048,-0.20399,5.4512,7.594,11.192,-39.102,331.895,-10.445,-2.243,1.97,1001.729,42.9821,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,6505,2016-09-12 09:40:48:198
-0.62462,2.61252,8.94223,-0.53585,2.20779,9.53986,0.31555,0.06373,0.05306,0.50598,0.4673,-0.01009,5.0,8.15,11.964,-36.194,343.293,-13.011,3.215,1.97,1001.739,43.0594,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,7005,2016-09-12 09:40:48:698
-0.5114,1.94545,11.86755,-0.22756,1.82542,9.63257,-0.64244,0.69399,0.02173,0.17,-0.12563,-0.16628,5.0,13.077,10.77,-34.01,324.654,-10.728,1.353,1.97,1001.725,40.7793,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,7505,2016-09-12 09:40:49:198
-0.02466,2.00453,9.5782,-0.0461,1.83027,9.63423,0.24024,0.28438,-2.30814,-0.18787,-0.06131,-0.08551,9.8009,39.195,4.881,-32.428,286.125,-11.268,0.402,1.97,1001.719,41.7331,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,8004,2016-09-12 09:40:49:697
0.22093,1.89444,7.88326,-0.31083,2.2969,9.5288,-0.45804,-0.67432,-1.24897,-0.21248,0.1548,0.19936,39.90329,17.358,25.671,-41.748,336.092,-13.546,1.868,1.97,1001.72,55.0393,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,8504,2016-09-12 09:40:50:197
0.63957,1.53984,8.6544,-0.52689,2.5722,9.44863,0.91648,-1.32368,-0.81755,0.36125,-0.01756,-0.19102,40.10239,10.64,20.166,-40.472,343.625,-14.534,3.299,1.97,1001.729,47.7742,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,9004,2016-09-12 09:40:50:697
-1.36482,0.38737,11.25516,-0.72321,1.92879,9.58786,-0.7626,-1.5259,2.5735,-0.05473,-0.10103,0.31747,40.44866,9.505,20.207,-40.157,345.545,-11.687,4.023,1.97,1001.729,41.9353,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,9505,2016-09-12 09:40:51:198
0.01028,2.77338,11.05557,-0.154,1.99036,9.60131,0.13743,0.8752,1.15769,0.39072,0.0731,-0.27205,43.45114,9.099,18.675,-40.16,342.651,-11.71,0.919,1.97,1001.719,21.8585,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,10005,2016-09-12 09:40:51:698
0.49858,1.53191,10.65961,0.02733,1.32748,9.71635,0.48091,0.44934,0.30326,-0.00328,0.12628,0.1201,47.90302,5.763,21.574,-41.028,346.873,-7.659,-0.5,1.97,1001.719,39.933,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,10504,2016-09-12 09:40:52:197
0.25636,1.96887,8.6122,0.19504,1.42276,9.70093,0.12947,0.56469,-1.69166,-0.07948,-0.07291,0.03445,51.45148,6.172,20.959,-41.551,345.703,-8.342,-1.152,1.97,1001.719,34.9396,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,11004,2016-09-12 09:40:52:697
0.49312,0.96382,9.07968,-0.03812,1.08423,9.74646,0.36426,-0.6793,-0.23688,-0.47913,-0.05995,-0.14113,57.33832,4.34,21.562,-40.327,352.298,-7.514,0.49,1.97,1001.719,35.5202,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 13,11504,2016-09-12 09:40:53:197
0.02768,0.43593,8.31924,0.03054,1.90679,9.61944,0.34008,-2.06505,0.98921,0.19873,0.1949,-0.31313,62.45104,-0.587,22.261,-41.808,0.325,-10.652,-1.137,1.97,1001.719,35.2726,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,12004,2016-09-12 09:40:53:697
0.12068,1.24313,11.0009,-0.06934,1.75884,9.64739,0.25483,-0.34036,0.15962,-0.01785,-0.07893,-1.3252,73.23068,-4.436,22.102,-44.066,7.224,-10.272,-0.34,1.97,1001.719,21.8582,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,12505,2016-09-12 09:40:54:198
1.14908,0.50568,9.92728,0.04189,1.50907,9.68975,0.81765,-1.28113,1.7965,-0.5715,-0.47308,-1.85362,96.16056,-21.881,12.41,-45.848,49.002,-8.852,-0.248,1.97,1001.719,40.5849,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,13004,2016-09-12 09:40:54:697
-0.04041,1.43285,9.48312,0.3526,2.28286,9.53072,-0.31342,-0.39828,-0.05568,0.27289,0.11392,0.56418,86.68744,-26.082,0.165,-40.524,68.249,-13.461,-2.119,1.97,1001.719,36.6116,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,13504,2016-09-12 09:40:55:197
-0.52213,2.32382,9.85225,0.16668,1.83487,9.63202,-0.7559,0.46284,0.84114,0.34744,-0.12041,-0.04361,60.54869,-26.259,2.522,-40.997,67.062,-10.784,-0.991,1.97,1001.719,34.7649,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,14004,2016-09-12 09:40:55:697
0.17603,2.9838,8.39166,0.13295,2.42826,9.50033,-0.02944,0.61357,-0.98588,-0.04997,-0.21368,-0.05194,48.64507,-25.165,-1.733,-39.561,71.763,-14.336,-0.802,1.97,1001.719,43.6941,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,14505,2016-09-12 09:40:56:198
-0.71681,2.32181,8.74411,-0.28069,2.7919,9.39664,-0.62656,-0.72426,0.35596,0.21614,-0.06369,0.09851,44.45168,-23.943,0.598,-41.518,64.271,-15.92,1.959,1.97,1001.714,30.4372,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,15004,2016-09-12 09:40:56:697
0.08138,1.10565,10.19476,0.21099,2.43256,9.49782,-0.18272,-0.5726,1.1383,-0.2601,-0.08415,-0.22104,52.4512,-27.534,0.073,-41.771,67.274,-15.324,-1.438,1.97,1001.719,34.825,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,15504,2016-09-12 09:40:57:197
0.52727,2.49147,9.46425,0.13782,2.13755,9.56986,-0.03289,0.28046,0.16197,0.07452,-0.03415,0.16953,51.0,-28.555,-0.896,-43.353,73.35,-12.59,-0.825,1.97,1001.72,21.0562,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,16004,2016-09-12 09:40:57:697
-0.57849,2.19034,9.07915,-0.07455,2.26071,9.54222,-0.44484,-0.49486,-0.29997,0.2169,-0.08163,-0.17096,49.54846,-26.685,-2.788,-42.039,77.263,-12.631,0.571,1.97,1001.725,25.5153,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,16504,2016-09-12 09:40:58:197
0.05894,1.34506,8.80811,-0.46896,2.32817,9.51473,0.37571,-0.94238,-0.52162,-0.155,-0.10983,-0.14078,48.54965,-21.933,-7.822,-40.959,85.461,-14.084,3.059,1.97,1001.722,46.1969,48.234768,16.366447,,536.5879338864797,,,64.51613,,0 / 14,17004,2016-09-12 09:40:58:697